"HITId","CreationTime","Expiration","NumberOfSimilarHITs","WorkerId","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","WorkTimeInSeconds","Input.query","Input.docA","Input.docB","Input.time","Answer.comment","Answer.bground","Answer.radio"
8,"Wed Apr 14 18:29:32 GMT 2010","Sat Apr 17 18:29:32 GMT 2010",40,8,"Wed Apr 14 23:48:19 GMT 2010","Wed Apr 14 23:48:50 GMT 2010","Wed Apr 21 23:48:50 GMT 2010","Thu Apr 15 02:55:51 PDT 2010",31,"600.053.481-1.1.1","250.005.056-1.3.2","451.503.664-1.1.1",10,"no","no","a"
8,"Wed Apr 14 18:29:32 GMT 2010","Sat Apr 17 18:29:32 GMT 2010",40,18,"Thu Apr 15 04:28:08 GMT 2010","Thu Apr 15 04:28:39 GMT 2010","Thu Apr 22 04:28:39 GMT 2010","Thu Apr 15 02:58:35 PDT 2010",31,"600.053.481-1.1.1","250.005.056-1.3.2","451.503.664-1.1.1",10,"","","s"
8,"Wed Apr 14 18:29:32 GMT 2010","Sat Apr 17 18:29:32 GMT 2010",40,5,"Wed Apr 14 19:34:17 GMT 2010","Wed Apr 14 19:34:58 GMT 2010","Wed Apr 21 19:34:58 GMT 2010","Thu Apr 15 02:51:28 PDT 2010",41,"600.053.481-1.1.1","250.005.056-1.3.2","451.503.664-1.1.1",10,"","","a"
8,"Wed Apr 14 18:29:32 GMT 2010","Sat Apr 17 18:29:32 GMT 2010",40,4,"Wed Apr 14 21:55:28 GMT 2010","Wed Apr 14 21:57:36 GMT 2010","Wed Apr 21 21:57:36 GMT 2010","Thu Apr 15 02:51:25 PDT 2010",128,"600.053.481-1.1.1","250.005.056-1.3.2","451.503.664-1.1.1",10,"","","a"
8,"Wed Apr 14 18:29:32 GMT 2010","Sat Apr 17 18:29:32 GMT 2010",40,15,"Thu Apr 15 05:45:27 GMT 2010","Thu Apr 15 05:46:13 GMT 2010","Thu Apr 22 05:46:13 GMT 2010","Thu Apr 15 02:46:43 PDT 2010",46,"600.053.481-1.1.1","250.005.056-1.3.2","451.503.664-1.1.1",10,"","","b"
8,"Wed Apr 14 18:29:32 GMT 2010","Sat Apr 17 18:29:32 GMT 2010",40,1,"Wed Apr 14 20:24:30 GMT 2010","Wed Apr 14 20:24:49 GMT 2010","Wed Apr 21 20:24:49 GMT 2010","Thu Apr 15 02:55:13 PDT 2010",19,"600.053.481-1.1.1","250.005.056-1.3.2","451.503.664-1.1.1",10,"","no","s"
8,"Wed Apr 14 18:29:32 GMT 2010","Sat Apr 17 18:29:32 GMT 2010",40,19,"Wed Apr 14 19:14:38 GMT 2010","Wed Apr 14 19:14:41 GMT 2010","Wed Apr 21 19:14:41 GMT 2010","Thu Apr 15 02:55:01 PDT 2010",3,"600.053.481-1.1.1","250.005.056-1.3.2","451.503.664-1.1.1",10,"","","b"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,4,"Wed Apr 14 23:10:33 GMT 2010","Wed Apr 14 23:10:42 GMT 2010","Wed Apr 21 23:10:42 GMT 2010","Thu Apr 15 02:51:25 PDT 2010",9,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"","","a"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,7,"Wed Apr 14 20:38:02 GMT 2010","Wed Apr 14 20:38:14 GMT 2010","Wed Apr 21 20:38:14 GMT 2010","Thu Apr 15 02:47:33 PDT 2010",12,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"","","a"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,17,"Wed Apr 14 18:57:18 GMT 2010","Wed Apr 14 19:00:50 GMT 2010","Wed Apr 21 19:00:50 GMT 2010","Thu Apr 15 02:58:34 PDT 2010",212,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"","","a"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,18,"Thu Apr 15 04:43:15 GMT 2010","Thu Apr 15 04:43:50 GMT 2010","Thu Apr 22 04:43:50 GMT 2010","Thu Apr 15 02:58:31 PDT 2010",35,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"","","a"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,15,"Wed Apr 14 20:48:03 GMT 2010","Wed Apr 14 20:52:01 GMT 2010","Wed Apr 21 20:52:01 GMT 2010","Thu Apr 15 02:46:38 PDT 2010",238,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"","","a"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,5,"Wed Apr 14 19:39:07 GMT 2010","Wed Apr 14 19:39:34 GMT 2010","Wed Apr 21 19:39:34 GMT 2010","Thu Apr 15 02:51:27 PDT 2010",27,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"","","a"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,9,"Wed Apr 14 19:37:38 GMT 2010","Wed Apr 14 19:38:00 GMT 2010","Wed Apr 21 19:38:00 GMT 2010","Thu Apr 15 02:48:54 PDT 2010",22,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"","","s"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,8,"Thu Apr 15 00:05:28 GMT 2010","Thu Apr 15 00:05:50 GMT 2010","Thu Apr 22 00:05:50 GMT 2010","Thu Apr 15 02:55:54 PDT 2010",22,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"no","no","a"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,1,"Wed Apr 14 20:22:33 GMT 2010","Wed Apr 14 20:22:52 GMT 2010","Wed Apr 21 20:22:52 GMT 2010","Thu Apr 15 02:55:05 PDT 2010",19,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"","no","s"
9,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",16,20,"Thu Apr 15 06:40:04 GMT 2010","Thu Apr 15 06:41:11 GMT 2010","Thu Apr 22 06:41:11 GMT 2010","Thu Apr 15 02:56:00 PDT 2010",67,"700.010.059-1.1.2","700.010.059-1.1.2","211.000.168-1.2.1",10,"","","a"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,18,"Thu Apr 15 04:46:20 GMT 2010","Thu Apr 15 04:47:03 GMT 2010","Thu Apr 22 04:47:03 GMT 2010","Thu Apr 15 02:58:31 PDT 2010",43,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"","","b"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,8,"Thu Apr 15 00:05:51 GMT 2010","Thu Apr 15 00:06:25 GMT 2010","Thu Apr 22 00:06:25 GMT 2010","Thu Apr 15 02:56:04 PDT 2010",34,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"no","no","b"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,21,"Thu Apr 15 08:00:21 GMT 2010","Thu Apr 15 08:00:45 GMT 2010","Thu Apr 22 08:00:45 GMT 2010","Thu Apr 15 02:51:35 PDT 2010",24,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"","","b"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,9,"Wed Apr 14 19:41:04 GMT 2010","Wed Apr 14 19:41:43 GMT 2010","Wed Apr 21 19:41:43 GMT 2010","Thu Apr 15 02:48:46 PDT 2010",39,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"","","a"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,7,"Wed Apr 14 20:35:20 GMT 2010","Wed Apr 14 20:35:32 GMT 2010","Wed Apr 21 20:35:32 GMT 2010","Thu Apr 15 02:47:36 PDT 2010",12,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"","","b"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,10,"Thu Apr 15 03:57:41 GMT 2010","Thu Apr 15 03:58:14 GMT 2010","Thu Apr 22 03:58:14 GMT 2010","Thu Apr 15 02:59:14 PDT 2010",33,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"","","b"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,6,"Thu Apr 15 02:33:05 GMT 2010","Thu Apr 15 02:33:37 GMT 2010","Thu Apr 22 02:33:37 GMT 2010","Thu Apr 15 02:49:33 PDT 2010",32,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"","","b"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,20,"Thu Apr 15 07:31:13 GMT 2010","Thu Apr 15 07:32:51 GMT 2010","Thu Apr 22 07:32:51 GMT 2010","Thu Apr 15 02:55:56 PDT 2010",98,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"","","b"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,17,"Thu Apr 15 07:33:40 GMT 2010","Thu Apr 15 07:45:49 GMT 2010","Thu Apr 22 07:45:49 GMT 2010","Thu Apr 15 02:58:29 PDT 2010",729,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"","","b"
10,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",4,15,"Thu Apr 15 05:48:08 GMT 2010","Thu Apr 15 05:49:08 GMT 2010","Thu Apr 22 05:49:08 GMT 2010","Thu Apr 15 02:46:37 PDT 2010",60,"600.054.278-1.1.1","850.017.568-1.1.1","600.055.822-1.1.1",20,"","","b"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,4,"Wed Apr 14 22:13:30 GMT 2010","Wed Apr 14 22:16:26 GMT 2010","Wed Apr 21 22:16:26 GMT 2010","Thu Apr 15 02:51:24 PDT 2010",176,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"","","a"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,15,"Wed Apr 14 19:30:50 GMT 2010","Wed Apr 14 19:32:44 GMT 2010","Wed Apr 21 19:32:44 GMT 2010","Thu Apr 15 02:46:47 PDT 2010",114,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"","","b"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,8,"Thu Apr 15 00:07:22 GMT 2010","Thu Apr 15 00:07:47 GMT 2010","Thu Apr 22 00:07:47 GMT 2010","Thu Apr 15 02:56:12 PDT 2010",25,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"no","no","s"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,5,"Wed Apr 14 19:51:22 GMT 2010","Wed Apr 14 19:51:53 GMT 2010","Wed Apr 21 19:51:53 GMT 2010","Thu Apr 15 02:51:36 PDT 2010",31,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"","","b"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,12,"Thu Apr 15 01:15:56 GMT 2010","Thu Apr 15 01:16:26 GMT 2010","Thu Apr 22 01:16:26 GMT 2010","Thu Apr 15 02:47:34 PDT 2010",30,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"i love music","","s"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,19,"Wed Apr 14 19:10:38 GMT 2010","Wed Apr 14 19:10:56 GMT 2010","Wed Apr 21 19:10:56 GMT 2010","Thu Apr 15 02:54:59 PDT 2010",18,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"","","b"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,1,"Wed Apr 14 20:32:25 GMT 2010","Wed Apr 14 20:32:47 GMT 2010","Wed Apr 21 20:32:47 GMT 2010","Thu Apr 15 02:54:55 PDT 2010",22,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"","no","b"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,6,"Thu Apr 15 00:31:01 GMT 2010","Thu Apr 15 00:31:24 GMT 2010","Thu Apr 22 00:31:24 GMT 2010","Thu Apr 15 02:49:37 PDT 2010",23,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"","","s"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,7,"Wed Apr 14 20:48:20 GMT 2010","Wed Apr 14 20:48:26 GMT 2010","Wed Apr 21 20:48:26 GMT 2010","Thu Apr 15 02:47:37 PDT 2010",6,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"","","s"
11,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",100,9,"Wed Apr 14 19:07:49 GMT 2010","Wed Apr 14 19:08:18 GMT 2010","Wed Apr 21 19:08:18 GMT 2010","Thu Apr 15 02:48:49 PDT 2010",29,"700.010.591-1.4.2","210.000.305-1.3.1","700.010.591-1.4.2",14,"","","s"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,7,"Wed Apr 14 20:45:18 GMT 2010","Wed Apr 14 20:45:28 GMT 2010","Wed Apr 21 20:45:28 GMT 2010","Thu Apr 15 02:47:40 PDT 2010",10,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"","","a"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,17,"Thu Apr 15 03:07:57 GMT 2010","Thu Apr 15 03:42:57 GMT 2010","Thu Apr 22 03:42:57 GMT 2010","Thu Apr 15 02:58:25 PDT 2010",2100,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"","","s"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,9,"Wed Apr 14 19:12:23 GMT 2010","Wed Apr 14 19:13:00 GMT 2010","Wed Apr 21 19:13:00 GMT 2010","Thu Apr 15 02:48:39 PDT 2010",37,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"","","s"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,4,"Wed Apr 14 22:10:58 GMT 2010","Wed Apr 14 22:13:29 GMT 2010","Wed Apr 21 22:13:29 GMT 2010","Thu Apr 15 02:51:33 PDT 2010",151,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"","","a"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,18,"Thu Apr 15 04:35:14 GMT 2010","Thu Apr 15 04:36:15 GMT 2010","Thu Apr 22 04:36:15 GMT 2010","Thu Apr 15 02:58:28 PDT 2010",61,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"","","s"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,8,"Thu Apr 15 00:02:58 GMT 2010","Thu Apr 15 00:03:30 GMT 2010","Thu Apr 22 00:03:30 GMT 2010","Thu Apr 15 02:55:54 PDT 2010",32,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"no","no","s"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,1,"Wed Apr 14 20:52:38 GMT 2010","Wed Apr 14 20:53:03 GMT 2010","Wed Apr 21 20:53:03 GMT 2010","Thu Apr 15 02:55:14 PDT 2010",25,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"","no","s"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,6,"Thu Apr 15 00:58:51 GMT 2010","Thu Apr 15 00:59:20 GMT 2010","Thu Apr 22 00:59:20 GMT 2010","Thu Apr 15 02:49:21 PDT 2010",29,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"","","s"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,15,"Wed Apr 14 19:33:46 GMT 2010","Wed Apr 14 19:34:57 GMT 2010","Wed Apr 21 19:34:57 GMT 2010","Thu Apr 15 02:46:37 PDT 2010",71,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"","","b"
12,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",78,5,"Wed Apr 14 19:31:52 GMT 2010","Wed Apr 14 19:32:52 GMT 2010","Wed Apr 21 19:32:52 GMT 2010","Thu Apr 15 02:51:37 PDT 2010",60,"600.054.278-1.1.1","600.055.822-1.1.1","600.054.278-1.1.1",22,"","","s"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,8,"Wed Apr 14 23:44:45 GMT 2010","Wed Apr 14 23:46:16 GMT 2010","Wed Apr 21 23:46:16 GMT 2010","Thu Apr 15 02:57:27 PDT 2010",91,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"no","no","b"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,4,"Wed Apr 14 23:11:40 GMT 2010","Wed Apr 14 23:11:48 GMT 2010","Wed Apr 21 23:11:48 GMT 2010","Thu Apr 15 02:51:22 PDT 2010",8,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"","","a"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,6,"Thu Apr 15 00:46:25 GMT 2010","Thu Apr 15 00:46:49 GMT 2010","Thu Apr 22 00:46:49 GMT 2010","Thu Apr 15 02:49:37 PDT 2010",24,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"","","b"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,5,"Wed Apr 14 19:35:04 GMT 2010","Wed Apr 14 19:36:22 GMT 2010","Wed Apr 21 19:36:22 GMT 2010","Thu Apr 15 02:51:37 PDT 2010",78,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"","","a"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,17,"Thu Apr 15 01:32:32 GMT 2010","Thu Apr 15 01:33:06 GMT 2010","Thu Apr 22 01:33:06 GMT 2010","Thu Apr 15 02:58:40 PDT 2010",34,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"","","a"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,7,"Wed Apr 14 20:34:13 GMT 2010","Wed Apr 14 20:34:36 GMT 2010","Wed Apr 21 20:34:36 GMT 2010","Thu Apr 15 02:47:27 PDT 2010",23,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"","","a"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,1,"Wed Apr 14 20:15:29 GMT 2010","Wed Apr 14 20:15:50 GMT 2010","Wed Apr 21 20:15:50 GMT 2010","Thu Apr 15 02:55:03 PDT 2010",21,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"","no","s"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,9,"Wed Apr 14 19:28:58 GMT 2010","Wed Apr 14 19:29:29 GMT 2010","Wed Apr 21 19:29:29 GMT 2010","Thu Apr 15 02:48:40 PDT 2010",31,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"","","a"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,3,"Wed Apr 14 19:16:05 GMT 2010","Wed Apr 14 19:16:43 GMT 2010","Wed Apr 21 19:16:43 GMT 2010","Thu Apr 15 02:54:31 PDT 2010",38,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"","","a"
13,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",93,15,"Wed Apr 14 19:38:19 GMT 2010","Wed Apr 14 19:38:40 GMT 2010","Wed Apr 21 19:38:40 GMT 2010","Thu Apr 15 02:46:38 PDT 2010",21,"703.001.021-1.1.1","450.041.381-1.1.2","850.008.650-1.2.1",13,"","","a"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,4,"Wed Apr 14 21:57:58 GMT 2010","Wed Apr 14 21:58:54 GMT 2010","Wed Apr 21 21:58:54 GMT 2010","Thu Apr 15 02:51:21 PDT 2010",56,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"","","a"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,7,"Wed Apr 14 20:31:31 GMT 2010","Wed Apr 14 20:31:44 GMT 2010","Wed Apr 21 20:31:44 GMT 2010","Thu Apr 15 02:47:27 PDT 2010",13,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"","","a"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,18,"Thu Apr 15 04:45:10 GMT 2010","Thu Apr 15 04:45:46 GMT 2010","Thu Apr 22 04:45:46 GMT 2010","Thu Apr 15 02:58:20 PDT 2010",36,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"","","s"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,1,"Wed Apr 14 20:14:27 GMT 2010","Wed Apr 14 20:14:42 GMT 2010","Wed Apr 21 20:14:42 GMT 2010","Thu Apr 15 02:55:03 PDT 2010",15,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"","no","b"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,20,"Thu Apr 15 06:19:52 GMT 2010","Thu Apr 15 06:20:20 GMT 2010","Thu Apr 22 06:20:20 GMT 2010","Thu Apr 15 02:56:02 PDT 2010",28,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"","","b"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,6,"Thu Apr 15 02:26:03 GMT 2010","Thu Apr 15 02:26:24 GMT 2010","Thu Apr 22 02:26:24 GMT 2010","Thu Apr 15 02:49:29 PDT 2010",21,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"","","a"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,17,"Wed Apr 14 20:15:18 GMT 2010","Wed Apr 14 20:18:45 GMT 2010","Wed Apr 21 20:18:45 GMT 2010","Thu Apr 15 02:58:27 PDT 2010",207,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"","","a"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,8,"Wed Apr 14 23:52:25 GMT 2010","Wed Apr 14 23:53:04 GMT 2010","Wed Apr 21 23:53:04 GMT 2010","Thu Apr 15 02:57:32 PDT 2010",39,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"no","no","a"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,15,"Wed Apr 14 20:39:41 GMT 2010","Wed Apr 14 20:40:35 GMT 2010","Wed Apr 21 20:40:35 GMT 2010","Thu Apr 15 02:46:37 PDT 2010",54,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"","","a"
14,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",30,3,"Wed Apr 14 19:17:19 GMT 2010","Wed Apr 14 19:17:36 GMT 2010","Wed Apr 21 19:17:36 GMT 2010","Thu Apr 15 02:54:12 PDT 2010",17,"400.065.784-1.1.1","451.508.735-1.1.1","450.027.409-1.1.1",6,"","","a"
15,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",44,15,"Wed Apr 14 20:55:20 GMT 2010","Wed Apr 14 20:55:55 GMT 2010","Wed Apr 21 20:55:55 GMT 2010","Thu Apr 15 02:46:47 PDT 2010",35,"400.065.784-1.1.1","702.002.512-1.1.1","450.027.409-1.1.1",11,"","","s"
15,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",44,22,"Thu Apr 15 05:51:56 GMT 2010","Thu Apr 15 05:52:27 GMT 2010","Thu Apr 22 05:52:27 GMT 2010","Thu Apr 15 02:55:56 PDT 2010",31,"400.065.784-1.1.1","702.002.512-1.1.1","450.027.409-1.1.1",11,"","","b"
15,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",44,9,"Wed Apr 14 19:49:04 GMT 2010","Wed Apr 14 19:49:28 GMT 2010","Wed Apr 21 19:49:28 GMT 2010","Thu Apr 15 02:48:46 PDT 2010",24,"400.065.784-1.1.1","702.002.512-1.1.1","450.027.409-1.1.1",11,"","","b"
15,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",44,4,"Wed Apr 14 22:19:36 GMT 2010","Wed Apr 14 22:19:45 GMT 2010","Wed Apr 21 22:19:45 GMT 2010","Thu Apr 15 02:51:22 PDT 2010",9,"400.065.784-1.1.1","702.002.512-1.1.1","450.027.409-1.1.1",11,"","","a"
15,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",44,5,"Thu Apr 15 03:26:15 GMT 2010","Thu Apr 15 03:26:49 GMT 2010","Thu Apr 22 03:26:49 GMT 2010","Thu Apr 15 02:51:31 PDT 2010",34,"400.065.784-1.1.1","702.002.512-1.1.1","450.027.409-1.1.1",11,"","","s"
15,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",44,7,"Wed Apr 14 20:45:48 GMT 2010","Wed Apr 14 20:45:58 GMT 2010","Wed Apr 21 20:45:58 GMT 2010","Thu Apr 15 02:47:34 PDT 2010",10,"400.065.784-1.1.1","702.002.512-1.1.1","450.027.409-1.1.1",11,"","","s"
15,"Wed Apr 14 18:29:33 GMT 2010","Sat Apr 17 18:29:33 GMT 2010",44,1,"Wed Apr 14 20:35:49 GMT 2010","Wed Apr 14 20:36:12 GMT 2010","Wed Apr 21 20:36:12 GMT 2010","Thu Apr 15 02:55:09 PDT 2010",23,"400.065.784-1.1.1","702.002.512-1.1.1","450.027.409-1.1.1",11,"","no","b"
